ID,Advisor,Problem,Ranking,InstitutionID
32713,Libo Cheng,A,Successful Participant,602
32714,Chen Yongwei,A,Successful Participant,614
32715,Nan Yao,B,Honorable Mention,31
32716,Shaohui Xu,A,Successful Participant,249
32717,Xiaoyan Zhang,D,Successful Participant,125
32718,wentao mao,B,Successful Participant,618
32719,Qixiang Su,A,Successful Participant,125
32720,Mingming Wang,C,Successful Participant,125
32721,Xiaoming Fan,D,Honorable Mention,621
32722,John Ringland,A,Outstanding Winner,622
32723,liu jichen,A,Successful Participant,623
32724,Xuhong Sun,A,Successful Participant,624
32725,Mei Dong,A,Successful Participant,453
32726,Xiaohua Han,D,Successful Participant,626
32727,Si Da Zhang,A,Honorable Mention,31
32728,Wei Zhang,A,Successful Participant,628
32729,Xiaolong Jiang,A,Successful Participant,94
32730,Yanhui Li,A,Successful Participant,94
32731,Qi Kang,A,Successful Participant,82
32732,Hongquan Sun,A,Successful Participant,612
32733,Hongquan Sun,A,Successful Participant,612
32734,Xingming Shu,A,Honorable Mention,280
32735,Liucang Wu,B,Successful Participant,635
32736,Shiping Du,D,Honorable Mention,636
32737,Li Cui,B,Successful Participant,182
32738,Ming Ying Lisa Chu,B,Successful Participant,13
32739,Yanhui Li,B,Successful Participant,94
32740,Ming Tian,B,Successful Participant,378
32741,xiaomin wang,B,Honorable Mention,263
32742,xiaomin wang,A,Successful Participant,263
32743,xiaomin wang,D,Meritorious,263
32744,xiaomin wang,B,Successful Participant,263
32745,xiaomin wang,A,Successful Participant,263
32746,Jingzhi Li,C,Honorable Mention,646
32747,xiaomin wang,A,Honorable Mention,263
32748,xiaomin wang,B,Successful Participant,263
32749,xiaomin wang,D,Successful Participant,263
32750,ke zhu,A,Successful Participant,650
32751,xiaomin wang,D,Meritorious,263
32752,Xiao-Jia Liu,A,Honorable Mention,211
32753,Dajun Xu,A,Successful Participant,31
32754,Jing Zhu,A,Successful Participant,654
32755,Jianxin Yin,D,Honorable Mention,123
32756,Zhixing Hu,B,Meritorious,654
32757,Lixin Liu,A,Successful Participant,125
32758,xiaomin wang,A,Successful Participant,263
32759,Jishou Ruan,A,Successful Participant,7
32760,Dan Tang,A,Honorable Mention,125
32761,Bing Li,D,Successful Participant,661
32762,Wei Guo,D,Honorable Mention,125
32763,Qiru Wang,B,Honorable Mention,94
32764,Li Cui,A,Honorable Mention,182
32765,Yuantao Xie,D,Honorable Mention,125
32766,Jiarong Shi,B,Successful Participant,409
32767,Lizhuo Zhang,C,Honorable Mention,125
32768,Yanling Su,A,Successful Participant,125
32769,Lizhuo Zhang,D,Honorable Mention,125
32770,Yi Xue,D,Honorable Mention,125
32771,Yiding Yang,A,Successful Participant,671
32772,Qingxia Gao,A,Successful Participant,125
32773,Ying Deng,C,Successful Participant,125
32774,Chang Xu,B,Successful Participant,125
32775,Dan He,B,Honorable Mention,388
32776,Dan He,A,Honorable Mention,388
32777,Dan He,B,Successful Participant,388
32778,Dan He,A,Honorable Mention,388
32779,Dan He,A,Successful Participant,388
32780,Dan He,A,Successful Participant,388
32781,Liyan Wang,A,Successful Participant,388
32782,Liyan Wang,B,Honorable Mention,388
32783,Liyan Wang,A,Honorable Mention,388
32784,Liyan Wang,A,Honorable Mention,388
32785,Liyan Wang,A,Successful Participant,388
32786,Liyan Wang,A,Honorable Mention,388
32787,xiaomin wang,A,Successful Participant,263
32788,Yong Lin,A,Successful Participant,123
32789,Yuan Xue,A,Successful Participant,466
32790,Xingwei Wang,A,Honorable Mention,7
32791,Rui Du,C,Honorable Mention,388
32792,Rui Du,C,Successful Participant,388
32793,Rui Du,A,Successful Participant,388
32794,Rui Du,D,Successful Participant,388
32795,Rui Du,C,Meritorious,388
32796,Rui Du,C,Honorable Mention,388
32797,Feng Wang,D,Successful Participant,388
32798,Feng Wang,B,Honorable Mention,388
32799,Feng Wang,A,Finalist,388
32800,Feng Wang,B,Honorable Mention,388
32801,Guoxing Fang,A,Successful Participant,125
32802,Yan Li,A,Successful Participant,125
32803,Yan Li,C,Successful Participant,125
32804,Yanmei Teng,A,Honorable Mention,31
32805,lizhuo zhang,B,Honorable Mention,705
32806,lizhuo zhang,D,Honorable Mention,705
32807,Rui Zhu,A,Successful Participant,1
32808,Lizhuo Zhang,A,Successful Participant,708
32809,Xiaoming Fan,A,Successful Participant,621
32810,Weibing Deng,A,Successful Participant,210
32811,Wenyi Chai,A,Honorable Mention,711
32812,Yuhui Gao,A,Honorable Mention,82
32813,Qingliang Zeng,B,Successful Participant,292
32814,Zhichao Shao,A,Honorable Mention,125
32815,Zhong Jin,B,Meritorious,715
32816,Chengdong Dong,A,Honorable Mention,6
32817,changhua yu,D,Meritorious,125
32819,xiaomin wang,B,Successful Participant,263
32820,Mingming Wang,A,Honorable Mention,125
32821,Jiani Hu,A,Honorable Mention,4
32822,Hai Zhang,A,Successful Participant,721
32823,Lirong Wan,A,Successful Participant,292
32824,Daiyong Wu,A,Successful Participant,721
32825,Sugen Chen,A,Successful Participant,721
32826,Zhihua Wang,A,Successful Participant,721
32827,Yongbing Wang,A,Honorable Mention,721
32828,FeiYao Ma,B,Successful Participant,727
32829,Benyue Su,C,Honorable Mention,721
32830,Xiaolong Jiang,B,Successful Participant,94
32831,Yanhui Li,A,Honorable Mention,94
32832,Enshui Chen,C,Honorable Mention,388
32833,Enshui Chen,C,Honorable Mention,388
32834,Yuli Yang,A,Meritorious,733
32835,Enshui Chen,D,Meritorious,388
32836,Enshui Chen,C,Honorable Mention,388
32837,Enshui Chen,D,Meritorious,388
32838,Enshui Chen,D,Meritorious,388
32839,Enshui Chen,C,Honorable Mention,388
32840,Enshui Chen,D,Meritorious,388
32841,Enshui Chen,C,Meritorious,388
32842,Enshui Chen,D,Honorable Mention,388
32843,Feng Wang,A,Successful Participant,388
32844,Feng Wang,B,Meritorious,388
32845,Feng Wang,A,Meritorious,388
32846,Lizhuo Zhang,A,Honorable Mention,745
32847,Feng Wang,A,Meritorious,388
32848,Feng Wang,B,Successful Participant,388
32849,Xiang Li,A,Meritorious,125
32850,Feng Wang,B,Successful Participant,388
32851,Junjie Zhou,D,Honorable Mention,750
32852,Yanhui Guan,A,Honorable Mention,94
32853,Youlin Ye,A,Successful Participant,752
32854,Fred Engst,D,Successful Participant,125
32855,xiaomin wang,D,Successful Participant,263
32856,Huafei Sun,B,Successful Participant,402
32857,Yanhui Guan,D,Honorable Mention,94
32858,Qicheng Xu,D,Successful Participant,114
32859,Tianyi Wang,C,Meritorious,125
32860,Qicheng Xu,A,Honorable Mention,114
32861,Qicheng Xu,B,Honorable Mention,114
32862,Changchun Sun,A,Successful Participant,114
32863,Qicheng Xu,B,Successful Participant,114
32864,Qicheng Xu,A,Successful Participant,114
32865,Qicheng Xu,A,Successful Participant,114
32867,Yanhui Guan,A,Honorable Mention,94
32868,Tianshou Zhou,A,Honorable Mention,94
32869,Qicheng Xu,A,Successful Participant,114
32870,Qicheng Xu,A,Successful Participant,114
32871,Yuantao Xie,A,Successful Participant,125
32872,Jiazhen Xu,D,Successful Participant,125
32873,Shaolin Liu,D,Meritorious,125
32874,Zhenzhen Chen,A,Successful Participant,4
32875,Yuming Zhou,B,Honorable Mention,210
32876,xiaomin wang,D,Successful Participant,263
32877,Yuru Jiao,D,Honorable Mention,775
32878,Anne M Dougherty,A,Meritorious,776
32879,Bengt Fornberg,B,Outstanding Winner,776
32880,Xianfeng Wang,A,Successful Participant,7
32881,Zhijie Cai,A,Successful Participant,90
32882,Jianxin Zhu,C,Honorable Mention,232
32883,Huiyan Zhao,A,Successful Participant,781
32884,Yuling Li,A,Honorable Mention,781
32885,Zhang Li,A,Successful Participant,708
32886,Li Li,A,Successful Participant,125
32887,Zhijie Cai,C,Successful Participant,90
32888,Yuan Cao,A,Meritorious,90
32889,Sumin Hao,B,Successful Participant,458
32890,Fen Zhang,A,Successful Participant,87
32891,Liang Li,A,Successful Participant,125
32892,Donghui Xie,A,Honorable Mention,182
32893,Jian Liang Huang,D,Honorable Mention,791
32894,Haoyang Qiu,A,Honorable Mention,792
32895,Zhujun Fan,B,Successful Participant,94
32896,JINGWEI LI,D,Successful Participant,125
32898,Dan Tang,D,Honorable Mention,125
32899,Xiaobao Zhu,B,Successful Participant,123
32900,JianCheng Hu,B,Meritorious,797
32901,Jing Liu,A,Honorable Mention,263
32902,Linlin Shao,D,Honorable Mention,137
32903,Meikai Wan,A,Honorable Mention,800
32904,Guoxing Fang,C,Honorable Mention,125
32905,Shangzhi Li,A,Honorable Mention,802
32906,Yun Wang,D,Successful Participant,125
32908,Lizhuo Zhang,A,Meritorious,804
32909,Qiang Yao,A,Successful Participant,249
32910,YUANTAO XIE,D,Successful Participant,125
32911,Shixiao Xiao,B,Successful Participant,450
32912,Shixiao Xiao,B,Successful Participant,450
32913,Xiuliang Qiu,A,Successful Participant,450
32914,Xiuliang Qiu,B,Successful Participant,450
32915,Jianxin / Zhu,B,Successful Participant,811
32916,Xiuliang Qiu,A,Successful Participant,450
32917,Xiuliang Qiu,A,Successful Participant,450
32919,Yue Zhao,B,Successful Participant,814
32920,Baocan Zhang,B,Successful Participant,450
32921,Baocan Zhang,A,Successful Participant,450
32922,Baocan Zhang,A,Honorable Mention,450
32923,Baocan Zhang,A,Successful Participant,450
32924,"Zhang Wei, Yang Yueting",A,Successful Participant,819
32925,"Zhang Lichun, Wei Yuncai",A,Successful Participant,819
32926,"Liu Yiyun, Li Hui",A,Successful Participant,819
32927,"Jiang Yuanzheng, Lei Ming",A,Successful Participant,819
32928,Chao Yu,A,Meritorious,125
32930,YIHUI FENG,A,Honorable Mention,824
32931,Liuqiang Zhong,C,Successful Participant,109
32933,Hong Liu,A,Successful Participant,539
32934,Yuanming Hu,A,Meritorious,87
32935,Lizhuo Zhang,B,Successful Participant,828
32936,Li Li,D,Honorable Mention,125
32937,Shuyan Cao,A,Successful Participant,125
32938,Xiaofeng Guo,A,Honorable Mention,831
32939,Yun Wang,A,Successful Participant,125
32940,Yongfei Ji,A,Successful Participant,134
32941,Zhijie Cai,A,Successful Participant,90
32942,Ping Lu,D,Honorable Mention,835
32943,Zhijie Cai,C,Successful Participant,90
32944,Zhijie Cai,C,Successful Participant,90
32945,Xinwan LI,A,Meritorious,263
32946,Guifeng Yan,A,Honorable Mention,402
32947,Dunyou Wang,A,Successful Participant,840
32948,Weixing Wu,A,Successful Participant,466
32949,Yingqi Tao,A,Successful Participant,842
32950,Qifen Jiang,D,Meritorious,263
32951,Guoyan Chen,D,Successful Participant,224
32952,Guoyan Chen,A,Successful Participant,224
32954,Yongchao Liu,A,Honorable Mention,224
32955,Yongchao Liu,D,Successful Participant,224
32956,Yongchao Liu,A,Successful Participant,224
32957,Yongchao Liu,A,Honorable Mention,224
32958,Yongchao Liu,A,Successful Participant,224
32959,Yunlong Sun,B,Successful Participant,25
32960,Yongchao Liu,B,Successful Participant,224
32961,Yongchao Liu,A,Meritorious,224
32963,Yongchao Liu,A,Honorable Mention,224
32964,Yongchao Liu,A,Honorable Mention,224
32965,Jia Feng Cui,D,Honorable Mention,856
32966,Shuqin Yang,B,Successful Participant,224
32967,Shuqin Yang,A,Honorable Mention,224
32968,Shuqin Yang,B,Honorable Mention,224
32969,Shuqin Yang,B,Successful Participant,224
32970,Zhuang Ma,B,Successful Participant,861
32971,Qifen Jiang,A,Honorable Mention,263
32972,Qifen Jiang,A,Meritorious,263
32973,Qifen Jiang,C,Successful Participant,263
32974,Qifen Jiang,B,Successful Participant,263
32975,Qifen Jiang,A,Honorable Mention,263
32976,Lizhuo ZHANG,A,Honorable Mention,125
32977,Yin Chen,A,Successful Participant,125
32978,Yunfeng Wu,A,Meritorious,394
32979,lizhuo Zhang,A,Successful Participant,466
32980,Ying Deng,D,Honorable Mention,125
32981,Jing Xu,C,Successful Participant,344
32982,Minghui Zhao,A,Successful Participant,814
32983,Bo Zhao,C,Honorable Mention,125
32984,Yuantao Xie,D,Meritorious,125
32985,Xianfeng Wang,A,Meritorious,7
32986,Yaosheng Li,A,Successful Participant,877
32987,Xiaoxin Zhu,B,Honorable Mention,571
32988,Xiaoxin Zhu,D,Successful Participant,571
32989,Zhang li zhuo,C,Successful Participant,125
32990,Yaosheng Li,A,Honorable Mention,292
32991,Yaosheng Li,A,Honorable Mention,292
32992,Zongfei Fu,A,Honorable Mention,883
32993,Qiang Feng,A,Honorable Mention,356
32994,Dan He,B,Successful Participant,388
32995,Dan He,A,Meritorious,388
32996,Dan He,A,Honorable Mention,388
32997,Dan He,B,Honorable Mention,388
32998,Yuantao Xie,B,Honorable Mention,125
32999,Baodong Liu,B,Meritorious,890
33000,Shangzhi Li,A,Successful Participant,31
33001,Yong ZUO,B,Honorable Mention,4
33002,Shuqin Yang,C,Successful Participant,224
33003,Junjie Zhou,D,Honorable Mention,750
33004,Shuqin Yang,B,Successful Participant,224
33005,Shuqin Yang,B,Successful Participant,224
33006,Shuqin Yang,B,Successful Participant,224
33007,Xueyang Song,A,Honorable Mention,137
33008,Shuqin Yang,A,Honorable Mention,224
33009,Shuqin Yang,A,Meritorious,224
33010,Nan Wang,A,Honorable Mention,612
33011,Yunjie Zhang,A,Honorable Mention,224
33012,Yunjie Zhang,A,Successful Participant,224
33013,Xiaole Su,A,Meritorious,182
33014,Yunjie Zhang,D,Successful Participant,224
33015,Yunjie Zhang,D,Successful Participant,224
33016,Liu Meiting,D,Honorable Mention,125
33017,Haibin Xie,D,Honorable Mention,125
33018,Wei Feng,A,Meritorious,31
33019,Zhibin XIONG,A,Successful Participant,109
33020,Yunjie Zhang,B,Successful Participant,224
33021,Yawei Ning,D,Successful Participant,912
33022,Chengdong Dong,A,Successful Participant,6
33023,Mengru Hao,D,Meritorious,912
33024,Yunjie Zhang,A,Honorable Mention,224
33025,Yunjie Zhang,A,Honorable Mention,224
33026,Yunjie Zhang,A,Successful Participant,224
33027,Yunjie Zhang,B,Successful Participant,224
33028,Yunjie Zhang,B,Successful Participant,224
33029,Yunjie Zhang,B,Honorable Mention,224
33030,Yunlong Sun,B,Meritorious,25
33031,Chengdong Dong,D,Honorable Mention,6
33032,Zhenglu Jiang,A,Meritorious,94
33033,Yunjie Zhang,A,Successful Participant,224
33034,Peixing Li,A,Successful Participant,94
33035,Tong Li,A,Honorable Mention,6
33036,Yunjie Zhang,A,Successful Participant,224
33037,Yunjie Zhang,A,Successful Participant,224
33038,Yunjie Zhang,B,Successful Participant,224
33039,Hong Liu,D,Honorable Mention,125
33040,Chaochun Wei,A,Honorable Mention,263
33041,Yunjie Zhang,A,Successful Participant,224
33042,Li Cui,A,Honorable Mention,182
33043,Yunjie Zhang,B,Successful Participant,224
33044,Boying Wu,A,Honorable Mention,214
33045,Boying Wu,A,Honorable Mention,214
33046,Yunjie Zhang,B,Successful Participant,224
33047,Boying Wu,A,Honorable Mention,214
33048,Boying Wu,A,Successful Participant,214
33049,Boying Wu,A,Honorable Mention,214
33050,Yunjie Zhang,A,Honorable Mention,224
33051,Boying Wu,A,Honorable Mention,214
33052,Boying Wu,A,Successful Participant,214
33053,Boying Wu,B,Honorable Mention,214
33054,Boying Wu,D,Honorable Mention,214
33055,Yunjie Zhang,B,Successful Participant,224
33056,Boying Wu,A,Meritorious,214
33057,Dazhi Zhang,B,Successful Participant,214
33058,Dazhi Zhang,A,Honorable Mention,214
33059,Dazhi Zhang,A,Honorable Mention,214
33060,Dazhi Zhang,A,Honorable Mention,214
33061,Dazhi Zhang,A,Successful Participant,214
33062,Dazhi Zhang,A,Honorable Mention,214
33063,Dazhi Zhang,A,Meritorious,214
33064,Shuqin Yang,A,Successful Participant,224
33065,Dazhi Zhang,D,Meritorious,214
33066,Dazhi Zhang,A,Honorable Mention,214
33067,Dazhi Zhang,B,Successful Participant,214
33068,Minghui Song,C,Successful Participant,214
33069,Minghui Song,A,Successful Participant,214
33070,Minghui Song,A,Successful Participant,214
33071,Minghui Song,B,Successful Participant,214
33072,Wenhua Fang,D,Honorable Mention,963
33073,Minghui Song,D,Honorable Mention,214
33074,Minghui Song,A,Honorable Mention,214
33075,Minghui Song,A,Successful Participant,214
33076,Minghui Song,A,Successful Participant,214
33077,Minghui Song,A,Honorable Mention,214
33078,Minghui Song,A,Successful Participant,214
33079,Shuqin Yang,A,Honorable Mention,224
33080,Shuqin Yang,B,Honorable Mention,224
33081,Tong Zheng,D,Meritorious,214
33082,Tong Zheng,A,Successful Participant,214
33083,Tong Zheng,B,Meritorious,214
33084,Tong Zheng,A,Honorable Mention,214
33086,Tong Zheng,D,Successful Participant,214
33087,Tong Zheng,A,Honorable Mention,214
33088,Tong Zheng,B,Meritorious,214
33089,Tong Zheng,A,Successful Participant,214
33090,Tong Zheng,A,Successful Participant,214
33091,Tong Zheng,D,Honorable Mention,214
33092,Baoyu Song,B,Successful Participant,214
33093,Baoyu Song,A,Meritorious,214
33094,Baoyu Song,A,Successful Participant,214
33095,Baoyu Song,A,Successful Participant,214
33096,Baoyu Song,A,Successful Participant,214
33097,Baoyu Song,A,Successful Participant,214
33098,Baoyu Song,A,Successful Participant,214
33099,Baoyu Song,A,Successful Participant,214
33100,Baoyu Song,A,Successful Participant,214
33101,Baoyu Song,B,Successful Participant,214
33102,Weihong He,B,Successful Participant,94
33103,Meihong Wu,A,Meritorious,394
33104,Hongzhi Wang,B,Successful Participant,214
33105,Hongzhi Wang,A,Honorable Mention,214
33107,Hongzhi Wang,B,Successful Participant,214
33108,Hongzhi Wang,A,Successful Participant,214
33109,Hongzhi Wang,A,Successful Participant,214
33110,Hongzhi Wang,B,Successful Participant,214
33111,Hongzhi Wang,D,Successful Participant,214
33112,Hongzhi Wang,B,Successful Participant,214
33114,Quan Gu,A,Successful Participant,394
33115,Jianwei Ma,A,Honorable Mention,214
33116,Jianwei Ma,A,Successful Participant,214
33117,Jianwei Ma,A,Successful Participant,214
33118,Jianwei Ma,A,Successful Participant,214
33119,Jianwei Ma,A,Successful Participant,214
33120,Jianwei Ma,A,Successful Participant,214
33121,Jianwei Ma,B,Successful Participant,214
33122,Jianwei Ma,C,Successful Participant,214
33123,Jianwei Ma,D,Successful Participant,214
33124,Jianwei Ma,D,Successful Participant,214
33125,Jiebao Sun,A,Successful Participant,214
33126,Jiebao Sun,A,Successful Participant,214
33127,Jiebao Sun,A,Honorable Mention,214
33128,Jiebao Sun,B,Successful Participant,214
33129,Jiebao Sun,A,Meritorious,214
33130,Jiebao Sun,A,Successful Participant,214
33131,Jianxin Zhu,C,Honorable Mention,232
33132,Jiebao Sun,A,Meritorious,214
33133,Jiebao Sun,D,Successful Participant,214
33134,Jiebao Sun,B,Successful Participant,214
33136,Qingwen Zhang,A,Meritorious,214
33137,Qingwen Zhang,A,Successful Participant,214
33138,Qingwen Zhang,A,Successful Participant,214
33139,Qingwen Zhang,C,Honorable Mention,214
33140,Qingwen Zhang,A,Successful Participant,214
33141,Qingwen Zhang,A,Successful Participant,214
33142,Qingwen Zhang,A,Successful Participant,214
33143,Qingwen Zhang,B,Successful Participant,214
33144,Qingwen Zhang,A,Honorable Mention,214
33145,Qingwen Zhang,A,Meritorious,214
33146,Zhenfeng Shi,B,Unsuccessful,214
33147,Zhenfeng Shi,A,Successful Participant,214
33148,Zhenfeng Shi,A,Successful Participant,214
33149,Zhenfeng Shi,A,Successful Participant,214
33150,Zhenfeng Shi,B,Successful Participant,214
33151,Zhenfeng Shi,B,Successful Participant,214
33152,Zhenfeng Shi,B,Successful Participant,214
